keyword,title,listing_url,item_number,sku,price,currency,min_order_quantity,max_order_quantity,description,seller_name,seller_profile_url,seller_rating,seller_total_reviews,seller_business_name,seller_country,seller_address,seller_email,scraped_at,last_updated
manufacturer,Fr4 RoHS UL Automobile Electronics Single Layer Doule Side Multilayer PCBManufacturer,https://haizhanni.en.made-in-china.com/product/cTnYbqwxZMVd/China-Fr4-RoHS-UL-Automobile-Electronics-Single-Layer-Doule-Side-Multilayer-PCB-Manufacturer.html,,562,0.1,USD,10.0,,"Fr4 RoHS UL Automobile Electronics Single Layer Doule Side Multilayer PCBManufacturerUS$ 0.1-10/ Piece10 Pieces(MOQ)Zhejiang Haizhanni Electronic Circuit Co., Ltd.Zhejiang Haizhanni Electronic Circuit Co., Ltd.Diamond MemberAudited SupplierSecured TradingZhejiang, ChinaEnjoy trading protection from Made-in-China.comView larger video & image","Zhejiang Haizhanni Electronic Circuit Co., Ltd.",https://haizhanni.en.made-in-china.com,,,Our company,"Zhejiang, China","Jinhai 1st Binhai 11th Intersection, Xinghai Street, Wenzhou Bay New Area",,2025-08-15T20:26:50.308183,
manufacturer,ManufacturersStainless Investment Casting Acrylic Sheet Garden Furniture Casting Services,https://chanqitech.en.made-in-china.com/product/hpsRMVcEHQke/China-Manufacturers-Stainless-Investment-Casting-Acrylic-Sheet-Garden-Furniture-Casting-Services.html,,ISO9001,1.99,USD,,,"ManufacturersStainless Investment Casting Acrylic Sheet Garden Furniture Casting ServicesUS$ 1.99-2.99/ kilograms10 kilograms(MOQ)Jiangsu Chanqi Technology Co., Ltd.Jiangsu Chanqi Technology Co., Ltd.Diamond MemberAudited SupplierSecured TradingJiangsu, ChinaManufacturer/Factory & Trading CompanyEnjoy trading protection from Made-in-China.comView larger video & image","Jiangsu Chanqi Technology Co., Ltd.",https://chanqitech.en.made-in-china.com,,,Jiangsu Chanqi Technology Co.,"Province, China","703, Block a, Provincial Construction Building",,2025-08-15T20:26:54.391458,
manufacturer,ManufacturersPrice Long Stroke 100 50 Ton Press Ryco Parker Type Mini Small Lift Double Single Acting Piston Telescopic Hydraulic Cylinder for Sale,https://ql-hydraulic.en.made-in-china.com/product/MFztknSuAohb/China-Manufacturers-Price-Long-Stroke-100-50-Ton-Press-Ryco-Parker-Type-Mini-Small-Lift-Double-Single-Acting-Piston-Telescopic-Hydraulic-Cylinder-for-Sale.html,8412210000,HSG-001,100.0,USD,1.0,,"CE certifiedvalid since 2024-08-13(contact issuer for current status)ManufacturersPrice Long Stroke 100 50 Ton Press Ryco Parker Type Mini Small Lift Double Single Acting Piston Telescopic Hydraulic Cylinder for SaleUS$ 100-30000/ Piece1 Piece(MOQ)Yangzhou Qianglin Hydraulic Machinery Co., Ltd.Yangzhou Qianglin Hydraulic Machinery Co., Ltd.Diamond MemberAudited SupplierSecured TradingJiangsu, ChinaManufacturer/Factory & Trading CompanyISO9001:2015Enjoy trading protection from Made-in-China.comView larger video & image","Yangzhou Qianglin Hydraulic Machinery Co., Ltd.",https://ql-hydraulic.en.made-in-china.com,,,Wujian Industrial,"Jiangsu, China","Wujian Industrial Park, Yangzhou, Jiangsu",,2025-08-15T20:26:58.418939,
manufacturer,CS Series ChineseManufacturersEnvironmental Friendly Carbon Steel Laser Cutting Machine,https://dplasermachine.en.made-in-china.com/product/FUgYzNXPhrca/China-CS-Series-Chinese-Manufacturers-Environmental-Friendly-Carbon-Steel-Laser-Cutting-Machine.html,,DPE-CS3015-K3000W-T1,17042.76,USD,1.0,,"CE certifiedvalid since 2021-11-04(contact issuer for current status)CS Series ChineseManufacturersEnvironmental Friendly Carbon Steel Laser Cutting MachineUS$ 17042.76-22535/ Set1 Set(MOQ)Shenzhen Dapeng Laser Equipment Co., Ltd.Shenzhen Dapeng Laser Equipment Co., Ltd.Diamond MemberAudited SupplierSecured TradingGuangdong, ChinaEnjoy trading protection from Made-in-China.comView larger video & image","Shenzhen Dapeng Laser Equipment Co., Ltd.",https://dplasermachine.en.made-in-china.com,,,"Post Sourcing Request













Shenzhen Dapeng Laser Equipment Co.","Guangdong, China","Room 17-10B, Building 17-19, Phase 3",,2025-08-15T20:27:02.672349,
manufacturer,"Metal Manufacturer: Custom Door Handles, Sturdy, Stylish for Homes & Offices",https://hzspjx.en.made-in-china.com/product/twPGFfxdCSav/China-Metal-Manufacturer-Custom-Door-Handles-Sturdy-Stylish-for-Homes-Offices.html,,,0.1,USD,500.0,,"Metal Manufacturer: Custom Door Handles, Sturdy, Stylish for Homes & OfficesUS$ 0.1-0.3/ Piece500 Pieces(MOQ)Hangzhou Shengpeng Hardware Machinery Co., Ltd.Hangzhou Shengpeng Hardware Machinery Co., Ltd.Diamond MemberAudited SupplierZhejiang, ChinaManufacturer/Factory & Trading CompanyView larger video & image","Hangzhou Shengpeng Hardware Machinery Co., Ltd.",https://hzspjx.en.made-in-china.com,,,"Post Sourcing Request













Hangzhou Shengpeng Hardware Machinery Co.","Zhejiang, China","Xintangtou Industry Area, Xinjie Town, Hangzhou",,2025-08-15T20:27:07.133630,
manufacturer,Manufacturerof Customizable High-Strength Carbon Steel Pressure Vessels,https://gochain.en.made-in-china.com/product/YOxabPqAqoft/China-Manufacturer-of-Customizable-High-Strength-Carbon-Steel-Pressure-Vessels.html,,GC-G3,0.1,USD,1.0,,"Manufacturerof Customizable High-Strength Carbon Steel Pressure VesselsUS$ 0.1-10/ Piece1 Piece(MOQ)Yantai Guocheng Metal Products Co., LtdYantai Guocheng Metal Products Co., LtdDiamond MemberAudited SupplierSecured TradingShandong, ChinaEnjoy trading protection from Made-in-China.comView larger video & image","Yantai Guocheng Metal Products Co., Ltd",https://gochain.en.made-in-china.com,,,Yantai Guocheng Metal Co.,"Shandong, China","No. 18, Binglun Road, Zhifu District",,2025-08-15T20:27:11.182522,
manufacturer,ManufacturerPrice Cold Rolled Drawing Alloy Boiler Honing Carbon Seamless Welded Steel Pipe,https://sdxuanlin.en.made-in-china.com/product/XdKGMNfyMOpx/China-Manufacturer-Price-Cold-Rolled-Drawing-Alloy-Boiler-Honing-Carbon-Seamless-Welded-Steel-Pipe.html,7304511090,A106,550.0,USD,,,"ManufacturerPrice Cold Rolled Drawing Alloy Boiler Honing Carbon Seamless Welded Steel PipeUS$ 550-650/ Ton1 Ton(MOQ)Shandong Xuanlin Metal Materials Co., Ltd.Shandong Xuanlin Metal Materials Co., Ltd.Diamond MemberAudited SupplierShandong, ChinaView larger video & image","Shandong Xuanlin Metal Materials Co., Ltd.",https://sdxuanlin.en.made-in-china.com,,,Shandong Xuanlin Metal Materials Co.,"Shandong, China","Room1604, 16th Floor, Xingmei Building 3",,2025-08-15T20:27:17.292295,
manufacturer,AAC/Autoclave Aerated Concrete Block Making Machine AAC PlantManufacturerChina Big Sale,https://dymachine.en.made-in-china.com/product/gomJtAeEmrpd/China-AAC-Autoclave-Aerated-Concrete-Block-Making-Machine-AAC-Plant-Manufacturer-China-Big-Sale.html,8474809090,aac,800000.0,USD,1.0,,"AAC/Autoclave Aerated Concrete Block Making Machine AAC PlantManufacturerChina Big SaleUS$ 800000/ Set1 Set(MOQ)Dongyue Machinery Group Co., Ltd.Dongyue Machinery Group Co., Ltd.Diamond MemberAudited SupplierSecured TradingShandong, ChinaManufacturer/Factory & Trading CompanyEnjoy trading protection from Made-in-China.comView larger video & image5(1.0)""Fast Dispatch""Fast Dispatch","Dongyue Machinery Group Co., Ltd.",https://dymachine.en.made-in-china.com,,,Dongyue Technology Industrial,"Shandong, China","Dongyue Technology Industrial Area, Yinan County, Linyi",,2025-08-15T20:27:21.522558,
manufacturer,TargetManufacturerTitanium Sputtering Target Metal Titanium Disc for Decoration Coating,https://sputteringtarget.en.made-in-china.com/product/VGtYXgOMhJhe/China-Target-Manufacturer-Titanium-Sputtering-Target-Metal-Titanium-Disc-for-Decoration-Coating.html,,XK-Ti,100.0,USD,1.0,,"TargetManufacturerTitanium Sputtering Target Metal Titanium Disc for Decoration CoatingUS$ 100-120/ pieces1 pieces(MOQ)Changsha Xinkang Advanced Materials Co., Ltd.Changsha Xinkang Advanced Materials Co., Ltd.Diamond MemberAudited SupplierHunan, ChinaView larger video & image","Changsha Xinkang Advanced Materials Co., Ltd.",https://sputteringtarget.en.made-in-china.com,,,,"Hunan, China","A4-1 Building, Innovation and Pioneer Park, Yongan Town",,2025-08-15T20:27:26.043078,
manufacturer,"Sch160 53.98mm Heavy-Wall 22"" 558.80mm Large Diameter Anti-Corrosion 3lpe Smls Seamless Steel Pipe/Tube ChineseManufacturer",https://union-steels.en.made-in-china.com/product/XOpArCRbXUMY/China-Sch160-53-98mm-Heavy-Wall-22-558-80mm-Large-Diameter-Anti-Corrosion-3lpe-Smls-Seamless-Steel-Pipe-Tube-Chinese-Manufacturer.html,,SMLS,480.0,USD,,,"Sch160 53.98mm Heavy-Wall 22"" 558.80mm Large Diameter Anti-Corrosion 3lpe Smls Seamless Steel Pipe/Tube ChineseManufacturerUS$ 480-550/ Ton1 Ton(MOQ)Union Steel Industry Co., Ltd.Union Steel Industry Co., Ltd.Diamond MemberAudited SupplierHunan, ChinaTrading CompanyISO9001:2015View larger video & image","Union Steel Industry Co., Ltd.",https://union-steels.en.made-in-china.com,,,Union Steel Industry Co.,"Hunan, China","No. 380, Huijin Industry Park, Furong Road",,2025-08-15T20:27:30.815006,
