keyword,title,listing_url,item_number,sku,price,currency,min_order_quantity,max_order_quantity,units_available,brand,category,description,seller_name,seller_profile_url,seller_rating,seller_total_reviews,seller_email,seller_business_name,seller_country,seller_state_province,seller_zip_code,seller_phone,seller_address,scraped_at,last_updated
hair dryer,Source Factoryhigh Speed 110000rpm High Speed Best HouseholdHairPattern Blow Dryer5 In1 Hot Air Brush Comb BlowDryerBrushhair Stylerfactory New Design BLDC,https://baiyisen.en.made-in-china.com/product/LtnRcvrVIJpB/China-Source-Factoryhigh-Speed-110000rpm-High-Speed-Best-Household-Hair-Pattern-Blow-Dryer5-In1-Hot-Air-Brush-Comb-Blow-Dryer-Brushhair-Stylerfactory-New-Design-BLDC.html,US$ 27.8-29.8/ Piece,US$ 27.8-29.8/ Piece,27.8,USD,,,,,,,"Shenzhen Baiyisen Health Technology Co., Ltd.Shenzhen Baiyisen Health Technology Co., Ltd.Diamond MemberAudited SupplierSecured TradingGuangdong, China",,,,,,,,,,,2025-08-11T12:14:35.749788,
hair dryer,High Speed Constant Temperature Negative IonHairDryerProfessional Hammer Electric BlowerDryer,https://huipuhairdryer.en.made-in-china.com/product/EADYOxfTBHkQ/China-High-Speed-Constant-Temperature-Negative-Ion-Hair-Dryer-Professional-Hammer-Electric-Blower-Dryer.html,US$ 21.9-25/ Piece,US$ 21.9-25/ Piece,21.9,USD,,,,,,,"Wenzhou Huipu Electrical Appliance Co., Ltd.Wenzhou Huipu Electrical Appliance Co., Ltd.Diamond MemberAudited SupplierSecured TradingZhejiang, China",,,,,,,,,,,2025-08-11T12:14:35.761810,
hair dryer,High Quality Professional Drayer DC MotorHairBlowDryer2000W Drayer BlowDryers,https://reputable-trading.en.made-in-china.com/product/MTRrptxEBukW/China-High-Quality-Professional-Drayer-DC-Motor-Hair-Blow-Dryer-2000W-Drayer-Blow-Dryers.html,US$ 7.86-9.86/ Piece,US$ 7.86-9.86/ Piece,7.86,USD,,,,,,,"Yiwu Reputable Trade Co., Ltd.Yiwu Reputable Trade Co., Ltd.Diamond MemberZhejiang, ChinaTrading Company",,,,,,,,,,,2025-08-11T12:14:35.772321,
hair dryer,Fast DryingHairCare Dsn HD15HairDryerHome Appliance Negative IonsDryer,https://himtop.en.made-in-china.com/product/pdjAniDyaHfx/China-Fast-Drying-Hair-Care-Dsn-HD15-Hair-Dryer-Home-Appliance-Negative-Ions-Dryer.html,US$ 55-65/ Piece,US$ 55-65/ Piece,55.0,USD,,,,,,,"Shenzhen Himtop Technology Co., Ltd.Shenzhen Himtop Technology Co., Ltd.Diamond MemberAudited SupplierGuangdong, China",,,,,,,,,,,2025-08-11T12:14:35.784853,
hair dryer,"Curling Iron for Effortless Long-Lasting Curls 5-in-1 Curling IronHairDryerSet 110, 000 Rpm Silent Brushless Motor",https://baiyisen.en.made-in-china.com/product/NGAUsdnxIErz/China-Curling-Iron-for-Effortless-Long-Lasting-Curls-5-in-1-Curling-Iron-Hair-Dryer-Set-110-000-Rpm-Silent-Brushless-Motor.html,US$ 30-39/ Piece,US$ 30-39/ Piece,30.0,USD,,,,,,,"Shenzhen Baiyisen Health Technology Co., Ltd.Shenzhen Baiyisen Health Technology Co., Ltd.Diamond MemberAudited SupplierGuangdong, China",,,,,,,,,,,2025-08-11T12:14:35.795879,
hair dryer,Lightweight Build 1600W Motor Cool Shot Function Negative Ion TechnologyHairDryer,https://cy-electronic.en.made-in-china.com/product/BmdRbXzcLFph/China-Lightweight-Build-1600W-Motor-Cool-Shot-Function-Negative-Ion-Technology-Hair-Dryer.html,US$ 36-42/ Piece,US$ 36-42/ Piece,36.0,USD,,,,,,,"Chaozhou Chengying Technology Co., LtdChaozhou Chengying Technology Co., LtdDiamond MemberAudited SupplierSecured TradingGuangdong, China",,,,,,,,,,,2025-08-11T12:14:35.806928,
hair dryer,Wholesale Adjustable Hot Cold Air Profession Hairdryer 2000W High Power Salon Negative Ionic Far Infrared TherapyHairDryer,https://huipuhairdryer.en.made-in-china.com/product/uakrzMOKAHWb/China-Wholesale-Adjustable-Hot-Cold-Air-Profession-Hairdryer-2000W-High-Power-Salon-Negative-Ionic-Far-Infrared-Therapy-Hair-Dryer.html,US$ 19-20/ pieces,US$ 19-20/ pieces,19.0,USD,,,,,,,"Wenzhou Huipu Electrical Appliance Co., Ltd.Wenzhou Huipu Electrical Appliance Co., Ltd.Diamond MemberAudited SupplierSecured TradingZhejiang, China",,,,,,,,,,,2025-08-11T12:14:35.819439,
hair dryer,OEM Customized 1200W Professional Electric Ionic BlowHairDryer,https://bidisco.en.made-in-china.com/product/gwHfLGSyEshu/China-OEM-Customized-1200W-Professional-Electric-Ionic-Blow-Hair-Dryer.html,US$ 12.36-12.7/ Piece,US$ 12.36-12.7/ Piece,12.36,USD,,,,,,,"Dongguan Bidisco Electric CO., LTDDongguan Bidisco Electric CO., LTDDiamond MemberAudited SupplierSecured TradingGuangdong, ChinaManufacturer/Factory & Trading Company",,,,,,,,,,,2025-08-11T12:14:35.831530,
hair dryer,New-Style Fashionable 2023 Updated Diffuser 1800W Women Curly IonicHairDryer,https://goodseller-household.en.made-in-china.com/product/KEDpyGSLVxRA/China-New-Style-Fashionable-2023-Updated-Diffuser-1800W-Women-Curly-Ionic-Hair-Dryer.html,US$ 10-10.5/ Piece,US$ 10-10.5/ Piece,10.0,USD,,,,,,,"Good Seller Co., LtdGood Seller Co., LtdDiamond MemberAudited SupplierZhejiang, ChinaTrading Company",,,,,,,,,,,2025-08-11T12:14:35.841666,
hair dryer,High Quality Household High Speed Constant Temperature AnionHairDryer,https://shanghaijinglang.en.made-in-china.com/product/otyUFxVuhDWp/China-High-Quality-Household-High-Speed-Constant-Temperature-Anion-Hair-Dryer.html,US$ 20-30/ Piece,US$ 20-30/ Piece,20.0,USD,,,,,,,"Jinglang Electric Appliances (Shanghai) Co., Ltd.Jinglang Electric Appliances (Shanghai) Co., Ltd.Diamond MemberAudited SupplierSecured TradingShanghai, China",,,,,,,,,,,2025-08-11T12:14:35.853870,
hair dryer,Custom OEM/ODM Cross-BorderHairDryerwith Brushless Motor - High-SpeedHairProtection Professional BlowDryer,https://muselect.en.made-in-china.com/product/LpARYUBosTWK/China-Custom-OEM-ODM-Cross-Border-Hair-Dryer-with-Brushless-Motor-High-Speed-Hair-Protection-Professional-Blow-Dryer.html,US$ 28.75/ Piece,US$ 28.75/ Piece,28.75,USD,,,,,,,"Market Union Co. Ltd.Market Union Co. Ltd.Diamond MemberAudited SupplierZhejiang, ChinaTrading Company",,,,,,,,,,,2025-08-11T12:14:35.864314,
hair dryer,2025 Factory New Model Straightener Curler Hot Air Brush BlowDryerand 1300W High SpeedHairDryerBrush,https://baiyisen.en.made-in-china.com/product/QTEruWCyTnYR/China-2025-Factory-New-Model-Straightener-Curler-Hot-Air-Brush-Blow-Dryer-and-1300W-High-Speed-Hair-Dryer-Brush.html,US$ 30-39/ Piece,US$ 30-39/ Piece,30.0,USD,,,,,,,"Shenzhen Baiyisen Health Technology Co., Ltd.Shenzhen Baiyisen Health Technology Co., Ltd.Diamond MemberAudited SupplierGuangdong, China",,,,,,,,,,,2025-08-11T12:14:35.874826,
hair dryer,Home Blue Negative IonHairSalon High PowerHairDryer,https://mktslkt-a.en.made-in-china.com/product/WtqpkscOwNVS/China-Home-Blue-Negative-Ion-Hair-Salon-High-Power-Hair-Dryer.html,US$ 4-4.6/ Piece,US$ 4-4.6/ Piece,4.0,USD,,,,,,,"Market Union Co., Ltd.Market Union Co., Ltd.Diamond MemberAudited SupplierZhejiang, ChinaTrading Company",,,,,,,,,,,2025-08-11T12:14:35.886118,
hair dryer,High-Speed SalonHairDryerwith Lonic Feature and Concentrator Nozzle,https://rongheglobal.en.made-in-china.com/product/BaQpYorxRGUZ/China-High-Speed-Salon-Hair-Dryer-with-Lonic-Feature-and-Concentrator-Nozzle.html,US$ 12/ pieces,US$ 12/ pieces,12.0,USD,,,,,,,"Zhejiang Ronghe Industrial Co., Ltd.Zhejiang Ronghe Industrial Co., Ltd.Gold MemberAudited SupplierZhejiang, ChinaManufacturer/Factory & Trading CompanyISO9001:2015",,,,,,,,,,,2025-08-11T12:14:35.896780,
hair dryer,ABS Plastic Professional 1600WHairDryerfor Hotel,https://alumihk.en.made-in-china.com/product/qXHnNdCuEfYi/China-ABS-Plastic-Professional-1600W-Hair-Dryer-for-Hotel.html,US$ 10-15/ Piece,US$ 10-15/ Piece,10.0,USD,,,,,,,"Alumi Industrial Co., Ltd.Alumi Industrial Co., Ltd.Gold MemberGuangdong, China",,,,,,,,,,,2025-08-11T12:14:35.906908,
hair dryer,Electrical Appliance HouseholdHairDryerWall-MountedHairDryer,https://wzhuipu.en.made-in-china.com/product/nsgxALUPvzVF/China-Electrical-Appliance-Household-Hair-Dryer-Wall-Mounted-Hair-Dryer.html,US$ 10/ Piece,US$ 10/ Piece,10.0,USD,,,,,,,"Wenzhou Huipu Electrical Appliance Co., Ltd.Wenzhou Huipu Electrical Appliance Co., Ltd.Gold MemberAudited SupplierZhejiang, ChinaManufacturer/Factory & Trading Company",,,,,,,,,,,2025-08-11T12:14:35.916420,
hair dryer,Customizable Ionic Light 3-Shift ProfessionalHairDryerHot,https://3c5d389ced10cf96.en.made-in-china.com/product/ITlYKtLAFfhn/China-Customizable-Ionic-Light-3-Shift-Professional-Hair-Dryer-Hot.html,US$ 5.89-7.26/ Piece,US$ 5.89-7.26/ Piece,5.89,USD,,,,,,,"Guangzhou Xinyang Electric Appliance Co., Ltd.Guangzhou Xinyang Electric Appliance Co., Ltd.Gold MemberAudited SupplierSecured TradingGuangdong, ChinaManufacturer/Factory & Trading Company",,,,,,,,,,,2025-08-11T12:14:35.929509,
