keyword,title,listing_url,item_number,sku,price,currency,min_order_quantity,max_order_quantity,units_available,brand,category,description,seller_name,seller_profile_url,seller_rating,seller_total_reviews,seller_email,seller_business_name,seller_country,seller_state_province,seller_zip_code,seller_phone,seller_address,scraped_at,last_updated
hair dryer,Salon High Speed Professional Anion LeaflessHairDryerwith Anti-Frizz Features Warranty,https://shanghaijinglang.en.made-in-china.com/product/LGjYEkMoYIhp/China-Salon-High-Speed-Professional-Anion-Leafless-Hair-Dryer-with-Anti-Frizz-Features-Warranty.html,LGjYEkMoYIhp,LGjYEkMoYIhp,15.0,USD,,,,,,,"Jinglang Electric Appliances (Shanghai) Co., Ltd.",https://shanghaijinglang.en.made-in-china.com,,,,,,,,,,2025-08-12T12:39:26.322501,
hair dryer,2024 Hot Selling Ionic Professional Salon LED Display ScreenHairBlowerDryerBLDC 2000W High Power 3 in 1 One StepHairDryer,https://huipuhairdryer.en.made-in-china.com/product/qAFrWZdlfLVJ/China-2024-Hot-Selling-Ionic-Professional-Salon-LED-Display-Screen-Hair-Blower-Dryer-BLDC-2000W-High-Power-3-in-1-One-Step-Hair-Dryer.html,qAFrWZdlfLVJ,qAFrWZdlfLVJ,37.0,USD,,,,,,,"Wenzhou Huipu Electrical Appliance Co., Ltd.",https://huipuhairdryer.en.made-in-china.com,,,,,,,,,,2025-08-12T12:39:26.334015,
hair dryer,High Speed 110000 Rpm Brushless Negative IonHairDryer,https://bidisco.en.made-in-china.com/product/YxVrUdDObecp/China-High-Speed-110000-Rpm-Brushless-Negative-Ion-Hair-Dryer.html,YxVrUdDObecp,YxVrUdDObecp,29.3,USD,,,,,,,"Dongguan Bidisco Electric CO., LTD",https://bidisco.en.made-in-china.com,,,,,,,,,,2025-08-12T12:39:26.346559,
hair dryer,Source Factoryhigh Speed 110000rpm High Speed Best HouseholdHairPattern Blow Dryer5 In1 Hot Air Brush Comb BlowDryerBrushhair Stylerfactory New Design BLDC,https://baiyisen.en.made-in-china.com/product/LtnRcvrVIJpB/China-Source-Factoryhigh-Speed-110000rpm-High-Speed-Best-Household-Hair-Pattern-Blow-Dryer5-In1-Hot-Air-Brush-Comb-Blow-Dryer-Brushhair-Stylerfactory-New-Design-BLDC.html,LtnRcvrVIJpB,LtnRcvrVIJpB,27.8,USD,,,,,,,"Shenzhen Baiyisen Health Technology Co., Ltd.",https://baiyisen.en.made-in-china.com,,,,,,,,,,2025-08-12T12:39:26.359079,
hair dryer,High Speed Constant Temperature Negative IonHairDryerProfessional Hammer Electric BlowerDryer,https://huipuhairdryer.en.made-in-china.com/product/EADYOxfTBHkQ/China-High-Speed-Constant-Temperature-Negative-Ion-Hair-Dryer-Professional-Hammer-Electric-Blower-Dryer.html,EADYOxfTBHkQ,EADYOxfTBHkQ,21.9,USD,,,,,,,"Wenzhou Huipu Electrical Appliance Co., Ltd.",https://huipuhairdryer.en.made-in-china.com,,,,,,,,,,2025-08-12T12:39:26.370593,
hair dryer,High Quality Professional Drayer DC MotorHairBlowDryer2000W Drayer BlowDryers,https://reputable-trading.en.made-in-china.com/product/MTRrptxEBukW/China-High-Quality-Professional-Drayer-DC-Motor-Hair-Blow-Dryer-2000W-Drayer-Blow-Dryers.html,MTRrptxEBukW,MTRrptxEBukW,7.86,USD,,,,,,,"Yiwu Reputable Trade Co., Ltd.",https://reputable-trading.en.made-in-china.com,,,,,,,,,,2025-08-12T12:39:26.379005,
hair dryer,Fast DryingHairCare Dsn HD15HairDryerHome Appliance Negative IonsDryer,https://himtop.en.made-in-china.com/product/pdjAniDyaHfx/China-Fast-Drying-Hair-Care-Dsn-HD15-Hair-Dryer-Home-Appliance-Negative-Ions-Dryer.html,pdjAniDyaHfx,pdjAniDyaHfx,55.0,USD,,,,,,,"Shenzhen Himtop Technology Co., Ltd.",https://himtop.en.made-in-china.com,,,,,,,,,,2025-08-12T12:39:26.388518,
hair dryer,"Curling Iron for Effortless Long-Lasting Curls 5-in-1 Curling IronHairDryerSet 110, 000 Rpm Silent Brushless Motor",https://baiyisen.en.made-in-china.com/product/NGAUsdnxIErz/China-Curling-Iron-for-Effortless-Long-Lasting-Curls-5-in-1-Curling-Iron-Hair-Dryer-Set-110-000-Rpm-Silent-Brushless-Motor.html,NGAUsdnxIErz,NGAUsdnxIErz,30.0,USD,,,,,,,"Shenzhen Baiyisen Health Technology Co., Ltd.",https://baiyisen.en.made-in-china.com,,,,,,,,,,2025-08-12T12:39:26.398549,
hair dryer,OEM Customized 1200W Professional Electric Ionic BlowHairDryer,https://bidisco.en.made-in-china.com/product/gwHfLGSyEshu/China-OEM-Customized-1200W-Professional-Electric-Ionic-Blow-Hair-Dryer.html,gwHfLGSyEshu,gwHfLGSyEshu,12.36,USD,,,,,,,"Dongguan Bidisco Electric CO., LTD",https://bidisco.en.made-in-china.com,,,,,,,,,,2025-08-12T12:39:26.409842,
hair dryer,Lightweight Build 1600W Motor Cool Shot Function Negative Ion TechnologyHairDryer,https://cy-electronic.en.made-in-china.com/product/BmdRbXzcLFph/China-Lightweight-Build-1600W-Motor-Cool-Shot-Function-Negative-Ion-Technology-Hair-Dryer.html,BmdRbXzcLFph,BmdRbXzcLFph,36.0,USD,,,,,,,"Chaozhou Chengying Technology Co., Ltd",https://cy-electronic.en.made-in-china.com,,,,,,,,,,2025-08-12T12:39:26.421361,
hair dryer,High Quality Household High Speed Constant Temperature AnionHairDryer,https://shanghaijinglang.en.made-in-china.com/product/otyUFxVuhDWp/China-High-Quality-Household-High-Speed-Constant-Temperature-Anion-Hair-Dryer.html,otyUFxVuhDWp,otyUFxVuhDWp,20.0,USD,,,,,,,"Jinglang Electric Appliances (Shanghai) Co., Ltd.",https://shanghaijinglang.en.made-in-china.com,,,,,,,,,,2025-08-12T12:39:26.431883,
hair dryer,Wholesale Adjustable Hot Cold Air Profession Hairdryer 2000W High Power Salon Negative Ionic Far Infrared TherapyHairDryer,https://huipuhairdryer.en.made-in-china.com/product/uakrzMOKAHWb/China-Wholesale-Adjustable-Hot-Cold-Air-Profession-Hairdryer-2000W-High-Power-Salon-Negative-Ionic-Far-Infrared-Therapy-Hair-Dryer.html,uakrzMOKAHWb,uakrzMOKAHWb,19.0,USD,,,,,,,"Wenzhou Huipu Electrical Appliance Co., Ltd.",https://huipuhairdryer.en.made-in-china.com,,,,,,,,,,2025-08-12T12:39:26.441099,
hair dryer,New-Style Fashionable 2023 Updated Diffuser 1800W Women Curly IonicHairDryer,https://goodseller-household.en.made-in-china.com/product/KEDpyGSLVxRA/China-New-Style-Fashionable-2023-Updated-Diffuser-1800W-Women-Curly-Ionic-Hair-Dryer.html,KEDpyGSLVxRA,KEDpyGSLVxRA,10.0,USD,,,,,,,"Good Seller Co., Ltd",https://goodseller-household.en.made-in-china.com,,,,,,,,,,2025-08-12T12:39:26.449697,
hair dryer,Custom OEM/ODM Cross-BorderHairDryerwith Brushless Motor - High-SpeedHairProtection Professional BlowDryer,https://muselect.en.made-in-china.com/product/LpARYUBosTWK/China-Custom-OEM-ODM-Cross-Border-Hair-Dryer-with-Brushless-Motor-High-Speed-Hair-Protection-Professional-Blow-Dryer.html,LpARYUBosTWK,LpARYUBosTWK,28.75,USD,,,,,,,Market Union Co. Ltd.,https://muselect.en.made-in-china.com,,,,,,,,,,2025-08-12T12:39:26.457751,
hair dryer,2025 Factory New Model Straightener Curler Hot Air Brush BlowDryerand 1300W High SpeedHairDryerBrush,https://baiyisen.en.made-in-china.com/product/QTEruWCyTnYR/China-2025-Factory-New-Model-Straightener-Curler-Hot-Air-Brush-Blow-Dryer-and-1300W-High-Speed-Hair-Dryer-Brush.html,QTEruWCyTnYR,QTEruWCyTnYR,30.0,USD,,,,,,,"Shenzhen Baiyisen Health Technology Co., Ltd.",https://baiyisen.en.made-in-china.com,,,,,,,,,,2025-08-12T12:39:26.465753,
hair dryer,Home Blue Negative IonHairSalon High PowerHairDryer,https://mktslkt-a.en.made-in-china.com/product/WtqpkscOwNVS/China-Home-Blue-Negative-Ion-Hair-Salon-High-Power-Hair-Dryer.html,WtqpkscOwNVS,WtqpkscOwNVS,4.0,USD,,,,,,,"Market Union Co., Ltd.",https://mktslkt-a.en.made-in-china.com,,,,,,,,,,2025-08-12T12:39:26.473273,
hair dryer,High-Speed SalonHairDryerwith Lonic Feature and Concentrator Nozzle,https://rongheglobal.en.made-in-china.com/product/BaQpYorxRGUZ/China-High-Speed-Salon-Hair-Dryer-with-Lonic-Feature-and-Concentrator-Nozzle.html,BaQpYorxRGUZ,BaQpYorxRGUZ,12.0,USD,,,,,,,"Zhejiang Ronghe Industrial Co., Ltd.",https://rongheglobal.en.made-in-china.com,,,,,,,,,,2025-08-12T12:39:26.481794,
hair dryer,China Factory Direct High Quality 2000W Powerful Quick Dry High SpeedHairDryerIonic Professional Hammer Electric BlowerDryer,https://huipuhairdryer.en.made-in-china.com/product/NGwrhTZdEzWJ/China-China-Factory-Direct-High-Quality-2000W-Powerful-Quick-Dry-High-Speed-Hair-Dryer-Ionic-Professional-Hammer-Electric-Blower-Dryer.html,NGwrhTZdEzWJ,NGwrhTZdEzWJ,8.6,USD,,,,,,,"Wenzhou Huipu Electrical Appliance Co., Ltd.",https://huipuhairdryer.en.made-in-china.com,,,,,,,,,,2025-08-12T12:39:26.489818,
hair dryer,ABS Plastic Professional 1600WHairDryerfor Hotel,https://alumihk.en.made-in-china.com/product/qXHnNdCuEfYi/China-ABS-Plastic-Professional-1600W-Hair-Dryer-for-Hotel.html,qXHnNdCuEfYi,qXHnNdCuEfYi,10.0,USD,,,,,,,"Alumi Industrial Co., Ltd.",https://alumihk.en.made-in-china.com,,,,,,,,,,2025-08-12T12:39:26.497874,
hair dryer,Electrical Appliance HouseholdHairDryerWall-MountedHairDryer,https://wzhuipu.en.made-in-china.com/product/nsgxALUPvzVF/China-Electrical-Appliance-Household-Hair-Dryer-Wall-Mounted-Hair-Dryer.html,nsgxALUPvzVF,nsgxALUPvzVF,10.0,USD,,,,,,,"Wenzhou Huipu Electrical Appliance Co., Ltd.",https://wzhuipu.en.made-in-china.com,,,,,,,,,,2025-08-12T12:39:26.504874,
